"table_name","column_name","data_type","length","precision_scale","nullable","default_value","primary_key","foreign_key","foreign_table","foreign_column","classification","approvalStatus","validation_rule"
"running_numbers","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"running_numbers","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"running_numbers","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"running_numbers","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"running_numbers","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"running_numbers","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"running_numbers","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"running_numbers","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"running_numbers","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"running_numbers","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"running_numbers","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"running_numbers","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"running_numbers","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"running_numbers","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"running_numbers","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"running_numbers","current_value","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"running_numbers","padding_length","INT","N/A","N/A","NO","5","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"running_numbers","prefix_pattern","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"running_numbers","reset_policy","VARCHAR","40","N/A","NO","'monthly'","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_groups","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"master_data_groups","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"master_data_groups","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_groups","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_groups","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"master_data_groups","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"master_data_groups","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"master_data_groups","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"master_data_groups","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_groups","sort_order","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_groups","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"master_data_groups","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"master_data_groups","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"master_data_groups","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"master_data_groups","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"master_data_groups","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"master_data_groups","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"master_data_items","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"master_data_items","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"master_data_items","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_items","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_items","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"master_data_items","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"master_data_items","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"master_data_items","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"master_data_items","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_items","sort_order","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"master_data_items","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"master_data_items","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"master_data_items","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"master_data_items","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"master_data_items","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"master_data_items","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"master_data_items","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"master_data_items","extra_value_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"master_data_items","group_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","master_data_groups","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK master_data_groups.id; FOREIGN KEY to master_data_groups.id"
"master_data_items","item_value","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"languages","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"languages","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"languages","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"languages","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"languages","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"languages","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"languages","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"languages","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"languages","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"languages","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"languages","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"languages","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"languages","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"languages","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"languages","locale_code","VARCHAR","20","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"languages","native_name","VARCHAR","120","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"translations","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"translations","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"translations","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"translations","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"translations","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"translations","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"translations","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"translations","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"translations","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"translations","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"translations","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"translations","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"translations","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"translations","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"translations","language_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","languages","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK languages.id; FOREIGN KEY to languages.id"
"translations","translated_text","TEXT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"translations","translation_key","VARCHAR","220","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"user_profiles","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"user_profiles","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"user_profiles","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"user_profiles","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"user_profiles","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"user_profiles","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"user_profiles","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"user_profiles","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"user_profiles","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"user_profiles","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"user_profiles","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"user_profiles","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"user_profiles","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"user_profiles","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"user_profiles","avatar_url","VARCHAR","500","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"user_profiles","department_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","departments","id","P0_CORE","APPROVED","FK departments.id; FOREIGN KEY to departments.id"
"user_profiles","display_name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"user_profiles","email","VARCHAR","254","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"user_profiles","external_auth_provider","VARCHAR","80","N/A","NO","'external'","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; provider key must be approved by system configuration"
"user_profiles","external_user_id","VARCHAR","160","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"user_profiles","home_project_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","bi_projects","id","P0_CORE","APPROVED","FK bi_projects.id; FOREIGN KEY to bi_projects.id"
"user_profiles","locale","VARCHAR","20","N/A","NO","'th-TH'","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"user_profiles","phone_number","VARCHAR","40","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"user_profiles","position_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","positions","id","P0_CORE","APPROVED","FK positions.id; FOREIGN KEY to positions.id"
"user_profiles","timezone","VARCHAR","80","N/A","NO","'Asia/Bangkok'","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"roles","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"roles","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"roles","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"roles","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"roles","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"roles","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"roles","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"roles","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"roles","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"roles","sort_order","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"roles","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"roles","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"roles","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"roles","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"roles","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"roles","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
